stateId,country,state,GDP,countryId
85,Italy,Tuscany,0,22
86,Australia,South Australia,0,3
87,South Africa,Stellenbosch,0,35
88,South Africa,Simonsberg-Stellenbosch,0,35
89,France,Bordeaux,0,15
90,US,California,"2,935,332",39
91,US,California,"2,935,332",39
92,US,California,"2,935,332",39
93,US,California,"2,935,332",39
94,US,California,"2,935,332",39
95,US,California,"2,935,332",39
96,Portugal,Alentejano,0,31
97,US,California,"2,935,332",39
98,US,California,"2,935,332",39
99,Spain,Central Spain,0,36
100,US,California,"2,935,332",39
101,Portugal,Alentejano,0,31
102,Italy,Tuscany,0,22
103,France,Southwest France,0,15
104,US,California,"2,935,332",39
105,US,California,"2,935,332",39
106,Chile,Aconcagua Valley,0,9
107,Chile,Maipo Valley,0,9
108,France,Southwest France,0,15
109,US,California,"2,935,332",39
110,US,California,"2,935,332",39
111,US,California,"2,935,332",39
112,Chile,Loncomilla Valley,0,9
113,US,Oregon,"238,687",39
114,New Zealand,Marlborough,0,29
115,Chile,Maipo Valley,0,9
116,France,Burgundy,0,15
117,Argentina,Other,0,1
118,Chile,Colchagua Valley,0,9
119,Chile,Colchagua Valley,0,9
120,Chile,Casablanca Valley,0,9
121,Australia,South Australia,0,3
122,France,Burgundy,0,15
123,South Africa,Western Cape,0,35
124,US,California,"2,935,332",39
125,US,California,"2,935,332",39
126,Italy,Northeastern Italy,0,22
127,Israel,Judean Hills,0,21
128,Portugal,Alentejo,0,31
129,US,California,"2,935,332",39
130,US,California,"2,935,332",39
131,US,California,"2,935,332",39
132,US,California,"2,935,332",39
133,South Africa,Coastal Region,0,35
134,France,Rhône Valley,0,15
135,South Africa,Western Cape,0,35
136,France,Rhône Valley,0,15
137,Spain,Northern Spain,0,36
138,US,California,"2,935,332",39
139,US,California,"2,935,332",39
140,Israel,Galilee,0,21
141,Italy,Tuscany,0,22
142,Portugal,Beira Atlantico,0,31
143,US,California,"2,935,332",39
144,Hungary,Tokaj,0,19
145,US,California,"2,935,332",39
146,Italy,Northeastern Italy,0,22
147,Argentina,Mendoza Province,0,1
148,South Africa,Stellenbosch,0,35
149,South Africa,Stellenbosch,0,35
150,US,New York,"1,675,685",39
151,Argentina,Mendoza Province,0,1
152,US,Oregon,"238,687",39
153,Australia,South Australia,0,3
154,France,Southwest France,0,15
155,Spain,Northern Spain,0,36
156,Argentina,Other,0,1
157,US,Oregon,"238,687",39
158,US,Oregon,"238,687",39
159,Argentina,Mendoza Province,0,1
160,US,California,"2,935,332",39
161,South Africa,Coastal Region,0,35
162,South Africa,Coastal Region,0,35
163,South Africa,Stellenbosch,0,35
164,France,Southwest France,0,15
165,US,Oregon,"238,687",39
166,Argentina,Mendoza Province,0,1
167,US,California,"2,935,332",39
168,South Africa,Stellenbosch,0,35
169,South Africa,Stellenbosch,0,35
170,Argentina,Mendoza Province,0,1
171,Austria,Leithaberg,0,4
172,Greece,Santorini,0,18
173,Argentina,Mendoza Province,0,1
174,Argentina,Mendoza Province,0,1
175,US,Oregon,"238,687",39
176,Austria,Kremstal,0,4
177,Italy,Tuscany,0,22
178,US,Oregon,"238,687",39
179,Argentina,Mendoza Province,0,1
180,Spain,Catalonia,0,36
181,France,France Other,0,15
182,Australia,South Australia,0,3
183,Argentina,Mendoza Province,0,1
184,Chile,Maipo Valley,0,9
185,Chile,Aconcagua Valley,0,9
186,US,Washington,"559,011",39
187,US,California,"2,935,332",39
188,France,Burgundy,0,15
189,Greece,Santorini,0,18
190,New Zealand,Hawke's Bay,0,29
191,Chile,Curicó Valley,0,9
192,Chile,Colchagua Valley,0,9
193,US,New York,"1,675,685",39
194,Chile,Limarí Valley,0,9
195,Chile,Casablanca Valley,0,9
196,France,Champagne,0,15
197,Chile,Colchagua Costa,0,9
198,France,Languedoc-Roussillon,0,15
199,France,Provence,0,15
200,Spain,Catalonia,0,36
201,France,Alsace,0,15
202,US,California,"2,935,332",39
203,Spain,Catalonia,0,36
204,Chile,Rapel Valley,0,9
205,Chile,Leyda Valley,0,9
206,Australia,Victoria,0,3
207,Australia,Victoria,0,3
208,Australia,Victoria,0,3
209,Australia,South Australia,0,3
210,Italy,Piedmont,0,22
211,Hungary,Tokaji,0,19
212,US,California,"2,935,332",39
213,France,Burgundy,0,15
214,US,California,"2,935,332",39
215,Australia,Victoria,0,3
216,France,Burgundy,0,15
217,France,Burgundy,0,15
218,Australia,South Australia,0,3
219,Italy,Piedmont,0,22
220,US,California,"2,935,332",39
221,France,Burgundy,0,15
222,US,Oregon,"238,687",39
223,Australia,South Australia,0,3
224,Italy,Northeastern Italy,0,22
225,Chile,Maipo Valley,0,9
226,Italy,Veneto,0,22
227,Italy,Northeastern Italy,0,22
228,Italy,Northeastern Italy,0,22
229,Italy,Veneto,0,22
230,Italy,Northeastern Italy,0,22
231,Italy,Northeastern Italy,0,22
232,Italy,Northeastern Italy,0,22
233,Chile,Rapel Valley,0,9
234,Italy,Veneto,0,22
235,Chile,Maipo Valley,0,9
236,Italy,Veneto,0,22
237,Italy,Northeastern Italy,0,22
238,US,California,"2,935,332",39
239,Italy,Northeastern Italy,0,22
240,Chile,Maipo Valley,0,9
241,Chile,Central Valley,0,9
242,Chile,Lontué Valley,0,9
243,Chile,Maipo Valley,0,9
244,Chile,Colchagua Valley,0,9
245,Chile,Curicó Valley,0,9
246,Chile,Colchagua Valley,0,9
247,France,Champagne,0,15
248,Chile,Casablanca Valley,0,9
249,US,New York,"1,675,685",39
250,US,New York,"1,675,685",39
251,US,New York,"1,675,685",39
252,France,Bordeaux,0,15
253,US,Washington,"559,011",39
254,US,Washington,"559,011",39
255,Austria,Weinviertel,0,4
256,US,California,"2,935,332",39
257,Spain,Northern Spain,0,36
258,Austria,Kremstal,0,4
259,US,Washington,"559,011",39
260,US,California,"2,935,332",39
261,US,California,"2,935,332",39
262,US,Washington,"559,011",39
263,US,California,"2,935,332",39
264,Italy,Piedmont,0,22
265,Italy,Piedmont,0,22
266,US,California,"2,935,332",39
267,Spain,Northern Spain,0,36
268,Spain,Northern Spain,0,36
269,US,Washington,"559,011",39
270,Austria,Niederösterreich,0,4
271,US,California,"2,935,332",39
272,Austria,Wagram,0,4
273,Italy,Sicily & Sardinia,0,22
274,US,California,"2,935,332",39
275,France,Loire Valley,0,15
276,France,Rhône Valley,0,15
277,Italy,Lombardy,0,22
278,Italy,Tuscany,0,22
279,France,Champagne,0,15
280,Canada,Ontario,0,8
281,US,California,"2,935,332",39
282,Italy,Lombardy,0,22
283,France,Champagne,0,15
284,US,Oregon,"238,687",39
285,US,Oregon,"238,687",39
286,France,Burgundy,0,15
287,France,Champagne,0,15
288,Italy,Veneto,0,22
289,US,Oregon,"238,687",39
290,France,Champagne,0,15
291,France,Burgundy,0,15
292,France,Burgundy,0,15
293,Portugal,Alentejano,0,31
294,France,Bordeaux,0,15
295,US,Washington,"559,011",39
296,South Africa,Stellenbosch,0,35
297,South Africa,Western Cape,0,35
298,France,Rhône Valley,0,15
299,Spain,Catalonia,0,36
300,Austria,Kremstal,0,4
301,US,Washington,"559,011",39
302,US,Washington,"559,011",39
303,US,California,"2,935,332",39
304,Spain,Northern Spain,0,36
305,US,California,"2,935,332",39
306,France,Provence,0,15
307,Spain,Northern Spain,0,36
308,US,California,"2,935,332",39
309,Austria,Österreichischer Sekt,0,4
310,France,Rhône Valley,0,15
311,Spain,Northern Spain,0,36
312,US,Washington,"559,011",39
313,US,Washington,"559,011",39
314,US,California,"2,935,332",39
315,US,California,"2,935,332",39
316,France,Champagne,0,15
317,France,Champagne,0,15
318,US,California,"2,935,332",39
319,Chile,Colchagua Valley,0,9
320,US,California,"2,935,332",39
321,US,California,"2,935,332",39
322,US,California,"2,935,332",39
323,France,Burgundy,0,15
324,US,California,"2,935,332",39
325,US,California,"2,935,332",39
326,US,California,"2,935,332",39
327,US,Oregon,"238,687",39
328,US,Oregon,"238,687",39
329,US,Washington,"559,011",39
330,US,California,"2,935,332",39
331,US,Oregon,"238,687",39
332,France,Champagne,0,15
333,US,California,"2,935,332",39
334,Chile,Colchagua Valley,0,9
335,US,Oregon,"238,687",39
336,US,Oregon,"238,687",39
337,US,Oregon,"238,687",39
338,US,California,"2,935,332",39
339,US,Washington,"559,011",39
340,US,California,"2,935,332",39
341,US,Oregon,"238,687",39
342,US,California,"2,935,332",39
343,US,California,"2,935,332",39
344,US,California,"2,935,332",39
345,Italy,Northeastern Italy,0,22
346,US,California,"2,935,332",39
347,US,California,"2,935,332",39
348,US,California,"2,935,332",39
349,US,California,"2,935,332",39
350,US,California,"2,935,332",39
351,US,California,"2,935,332",39
352,Italy,Piedmont,0,22
353,US,California,"2,935,332",39
354,US,California,"2,935,332",39
355,France,Provence,0,15
356,Argentina,Mendoza Province,0,1
357,France,Provence,0,15
358,US,Washington,"559,011",39
359,Spain,Northern Spain,0,36
360,US,California,"2,935,332",39
361,US,California,"2,935,332",39
362,US,California,"2,935,332",39
363,US,California,"2,935,332",39
364,US,California,"2,935,332",39
365,US,California,"2,935,332",39
366,US,California,"2,935,332",39
367,US,California,"2,935,332",39
368,US,California,"2,935,332",39
369,US,California,"2,935,332",39
370,Argentina,Mendoza Province,0,1
371,US,California,"2,935,332",39
372,US,Washington,"559,011",39
373,US,Washington,"559,011",39
374,US,California,"2,935,332",39
375,Italy,Piedmont,0,22
376,France,Bordeaux,0,15
377,France,Rhône Valley,0,15
378,France,Bordeaux,0,15
379,France,Bordeaux,0,15
380,France,Bordeaux,0,15
381,US,California,"2,935,332",39
382,US,Washington,"559,011",39
383,US,Washington,"559,011",39
384,US,Washington,"559,011",39
385,US,California,"2,935,332",39
386,Austria,Kamptal,0,4
387,US,Washington,"559,011",39
388,Austria,Steiermark,0,4
389,Austria,Südsteiermark,0,4
390,US,California,"2,935,332",39
391,US,California,"2,935,332",39
392,Austria,Niederösterreich,0,4
393,US,Washington,"559,011",39
394,Austria,Niederösterreich,0,4
395,France,Rhône Valley,0,15
396,US,Washington,"559,011",39
397,Greece,Crete,0,18
398,Austria,Kremstal,0,4
399,US,California,"2,935,332",39
400,Mexico,Valle de Guadalupe,0,26
401,Spain,Northern Spain,0,36
402,Argentina,Mendoza Province,0,1
403,US,Oregon,"238,687",39
404,US,Oregon,"238,687",39
405,Portugal,Douro,0,31
406,US,Oregon,"238,687",39
407,Portugal,Vinho Verde,0,31
408,Argentina,Mendoza Province,0,1
409,US,Idaho,"76,187",39
410,US,Idaho,"76,187",39
411,US,Idaho,"76,187",39
412,Australia,South Australia,0,3
413,US,California,"2,935,332",39
414,US,Oregon,"238,687",39
415,France,Alsace,0,15
416,France,Alsace,0,15
417,Australia,Victoria,0,3
418,US,California,"2,935,332",39
419,Spain,Northern Spain,0,36
420,Australia,South Australia,0,3
421,France,Alsace,0,15
422,France,Alsace,0,15
423,France,Alsace,0,15
424,US,California,"2,935,332",39
425,US,California,"2,935,332",39
426,Portugal,Alentejano,0,31
427,US,California,"2,935,332",39
428,US,California,"2,935,332",39
429,US,Oregon,"238,687",39
430,Portugal,Tejo,0,31
431,Portugal,Douro,0,31
432,US,California,"2,935,332",39
433,Italy,Northeastern Italy,0,22
434,France,Alsace,0,15
435,Australia,Western Australia,0,3
436,US,California,"2,935,332",39
437,France,Alsace,0,15
438,US,California,"2,935,332",39
439,US,Oregon,"238,687",39
440,South Africa,Coastal Region,0,35
441,US,California,"2,935,332",39
442,US,Washington,"559,011",39
443,US,California,"2,935,332",39
444,US,California,"2,935,332",39
445,Italy,Piedmont,0,22
446,US,California,"2,935,332",39
447,Italy,Piedmont,0,22
448,Italy,Piedmont,0,22
449,US,Washington,"559,011",39
450,Spain,Levante,0,36
451,US,Washington,"559,011",39
452,US,Washington,"559,011",39
453,US,California,"2,935,332",39
454,US,California,"2,935,332",39
455,US,California,"2,935,332",39
456,US,California,"2,935,332",39
457,US,Washington,"559,011",39
458,Italy,Tuscany,0,22
459,Italy,Tuscany,0,22
460,US,Washington,"559,011",39
461,Spain,Northern Spain,0,36
462,US,Washington,"559,011",39
463,Italy,Piedmont,0,22
464,Italy,Tuscany,0,22
465,US,Washington,"559,011",39
466,US,California,"2,935,332",39
467,Italy,Piedmont,0,22
468,US,California,"2,935,332",39
469,US,Washington,"559,011",39
470,US,California,"2,935,332",39
471,Austria,Burgenland,0,4
472,US,California,"2,935,332",39
473,Italy,Tuscany,0,22
474,US,California,"2,935,332",39
475,South Africa,Stellenbosch,0,35
476,Italy,Tuscany,0,22
477,New Zealand,Marlborough,0,29
478,US,Washington,"559,011",39
479,South Africa,Simonsberg-Stellenbosch,0,35
480,Argentina,Mendoza Province,0,1
481,France,Provence,0,15
482,France,Provence,0,15
483,France,Provence,0,15
484,New Zealand,Marlborough,0,29
485,France,Provence,0,15
486,France,Provence,0,15
487,France,Provence,0,15
488,US,California,"2,935,332",39
489,New Zealand,Martinborough,0,29
490,US,California,"2,935,332",39
491,US,California,"2,935,332",39
492,US,California,"2,935,332",39
493,New Zealand,Central Otago,0,29
494,Argentina,Mendoza Province,0,1
495,New Zealand,Central Otago,0,29
496,France,Provence,0,15
497,Portugal,Lisboa,0,31
498,France,Burgundy,0,15
499,Portugal,Alentejano,0,31
500,Argentina,Mendoza Province,0,1
501,Argentina,Mendoza Province,0,1
502,Portugal,Vinho Verde,0,31
503,Italy,Piedmont,0,22
504,Portugal,Vinho Verde,0,31
505,US,Oregon,"238,687",39
506,Argentina,Other,0,1
507,Portugal,Alentejano,0,31
508,US,California,"2,935,332",39
509,France,France Other,0,15
510,France,Burgundy,0,15
511,France,Burgundy,0,15
512,Argentina,Mendoza Province,0,1
513,Argentina,Other,0,1
514,US,California,"2,935,332",39
515,Portugal,Península de Setúbal,0,31
516,Argentina,Mendoza Province,0,1
517,Italy,Piedmont,0,22
518,France,Burgundy,0,15
519,France,Burgundy,0,15
520,US,California,"2,935,332",39
521,Italy,Piedmont,0,22
522,Portugal,Alentejo,0,31
523,Australia,Australia Other,0,3
524,France,Alsace,0,15
525,Chile,Central Valley,0,9
526,Spain,Northern Spain,0,36
527,US,California,"2,935,332",39
528,Chile,Colchagua Valley,0,9
529,Spain,Northern Spain,0,36
530,Spain,Northern Spain,0,36
531,Australia,Tasmania,0,3
532,Spain,Northern Spain,0,36
533,Australia,Australia Other,0,3
534,France,Champagne,0,15
535,France,Champagne,0,15
536,Portugal,Alentejo,0,31
537,US,Oregon,"238,687",39
538,US,Oregon,"238,687",39
539,France,Champagne,0,15
540,US,Oregon,"238,687",39
541,France,Champagne,0,15
542,Portugal,Douro,0,31
543,Argentina,Other,0,1
544,Portugal,Douro,0,31
545,US,California,"2,935,332",39
546,Argentina,Mendoza Province,0,1
547,US,Washington,"559,011",39
548,US,Oregon,"238,687",39
549,France,Bordeaux,0,15
550,US,Washington,"559,011",39
551,US,California,"2,935,332",39
552,France,Bordeaux,0,15
553,France,Bordeaux,0,15
554,France,Bordeaux,0,15
555,France,Bordeaux,0,15
556,France,Bordeaux,0,15
557,US,California,"2,935,332",39
558,US,California,"2,935,332",39
559,France,Beaujolais,0,15
560,US,Washington,"559,011",39
561,US,Washington,"559,011",39
562,US,Oregon,"238,687",39
563,US,California,"2,935,332",39
564,Australia,Victoria,0,3
565,Italy,Central Italy,0,22
566,Spain,Central Spain,0,36
567,US,California,"2,935,332",39
568,US,California,"2,935,332",39
569,Australia,South Australia,0,3
570,US,Washington,"559,011",39
571,Chile,Colchagua Valley,0,9
572,France,Beaujolais,0,15
573,France,Southwest France,0,15
574,Spain,Northern Spain,0,36
575,Spain,Catalonia,0,36
576,Italy,Tuscany,0,22
577,US,California,"2,935,332",39
578,US,California,"2,935,332",39
579,Italy,Tuscany,0,22
580,Italy,Tuscany,0,22
581,Chile,Curicó Valley,0,9
582,France,Southwest France,0,15
583,US,Washington,"559,011",39
584,France,Beaujolais,0,15
585,France,Beaujolais,0,15
586,Italy,Piedmont,0,22
587,Chile,Loncomilla Valley,0,9
588,France,Beaujolais,0,15
589,Spain,Catalonia,0,36
590,Spain,Catalonia,0,36
591,US,Washington,"559,011",39
592,US,California,"2,935,332",39
593,France,Beaujolais,0,15
594,US,Washington,"559,011",39
595,Italy,Sicily & Sardinia,0,22
596,France,Alsace,0,15
597,France,Alsace,0,15
598,France,Burgundy,0,15
599,France,Burgundy,0,15
600,France,Alsace,0,15
601,US,California,"2,935,332",39
602,US,California,"2,935,332",39
603,Italy,Southern Italy,0,22
604,US,California,"2,935,332",39
605,US,Oregon,"238,687",39
606,US,California,"2,935,332",39
607,US,California,"2,935,332",39
608,Italy,Sicily & Sardinia,0,22
609,Italy,Sicily & Sardinia,0,22
610,US,California,"2,935,332",39
611,Australia,South Australia,0,3
612,US,Oregon,"238,687",39
613,Chile,Colchagua Valley,0,9
614,US,California,"2,935,332",39
615,US,California,"2,935,332",39
616,US,California,"2,935,332",39
617,US,Oregon,"238,687",39
618,Hungary,Tokaji,0,19
619,Portugal,Douro,0,31
620,Spain,Catalonia,0,36
621,France,Bordeaux,0,15
622,France,Bordeaux,0,15
623,Spain,Catalonia,0,36
624,France,Languedoc-Roussillon,0,15
625,Portugal,Douro,0,31
626,US,Washington,"559,011",39
627,US,Washington,"559,011",39
628,Australia,Australia Other,0,3
629,US,California,"2,935,332",39
630,US,Washington,"559,011",39
631,Spain,Catalonia,0,36
632,Portugal,Douro,0,31
633,Italy,Piedmont,0,22
634,Portugal,Vinho Verde,0,31
635,Italy,Piedmont,0,22
636,Italy,Piedmont,0,22
637,Argentina,Mendoza Province,0,1
638,France,France Other,0,15
639,US,Oregon,"238,687",39
640,Argentina,Other,0,1
641,US,Oregon,"238,687",39
642,US,Oregon,"238,687",39
643,Italy,Piedmont,0,22
644,Italy,Piedmont,0,22
645,Argentina,Mendoza Province,0,1
646,Portugal,Tejo,0,31
647,Argentina,Mendoza Province,0,1
648,Portugal,Tejo,0,31
649,Australia,South Australia,0,3
650,US,California,"2,935,332",39
651,Argentina,Mendoza Province,0,1
652,Portugal,Vinho Verde,0,31
653,Italy,Piedmont,0,22
654,US,California,"2,935,332",39
655,Argentina,Mendoza Province,0,1
656,Italy,Piedmont,0,22
657,France,Bordeaux,0,15
658,France,Bordeaux,0,15
659,France,Bordeaux,0,15
660,France,Bordeaux,0,15
661,US,Oregon,"238,687",39
662,US,Oregon,"238,687",39
663,Spain,Northern Spain,0,36
664,US,California,"2,935,332",39
665,France,Champagne,0,15
666,Spain,Levante,0,36
667,US,California,"2,935,332",39
668,Spain,Northern Spain,0,36
669,US,Oregon,"238,687",39
670,US,California,"2,935,332",39
671,US,California,"2,935,332",39
672,Portugal,Douro,0,31
673,Portugal,Alentejano,0,31
674,Italy,Piedmont,0,22
675,US,California,"2,935,332",39
676,US,California,"2,935,332",39
677,Spain,Catalonia,0,36
678,US,Oregon,"238,687",39
679,US,California,"2,935,332",39
680,Italy,Piedmont,0,22
681,Italy,Southern Italy,0,22
682,US,California,"2,935,332",39
683,Spain,Northern Spain,0,36
684,France,Champagne,0,15
685,France,Bordeaux,0,15
686,France,Bordeaux,0,15
687,France,Champagne,0,15
688,France,Bordeaux,0,15
689,New Zealand,Marlborough,0,29
690,Chile,Casablanca Valley,0,9
691,Chile,Maipo Valley,0,9
692,France,Champagne,0,15
693,US,Washington,"559,011",39
694,France,Bordeaux,0,15
695,France,Bordeaux,0,15
696,Romania,Dealu Mare,0,32
697,Argentina,Mendoza Province,0,1
698,US,Oregon,"238,687",39
699,Spain,Northern Spain,0,36
700,France,Southwest France,0,15
701,France,Southwest France,0,15
702,France,Loire Valley,0,15
703,Australia,South Australia,0,3
704,US,Oregon,"238,687",39
705,US,Oregon,"238,687",39
706,US,Oregon,"238,687",39
707,US,Oregon,"238,687",39
708,France,Southwest France,0,15
709,France,Southwest France,0,15
710,France,Loire Valley,0,15
711,US,Oregon,"238,687",39
712,France,Loire Valley,0,15
713,US,Oregon,"238,687",39
714,Italy,Sicily & Sardinia,0,22
715,US,California,"2,935,332",39
716,US,California,"2,935,332",39
717,Italy,Sicily & Sardinia,0,22
718,Italy,Sicily & Sardinia,0,22
719,France,Alsace,0,15
720,US,California,"2,935,332",39
721,US,Oregon,"238,687",39
722,Argentina,Mendoza Province,0,1
723,Italy,Sicily & Sardinia,0,22
724,Israel,Galilee,0,21
725,France,Alsace,0,15
726,US,California,"2,935,332",39
727,US,Oregon,"238,687",39
728,US,Oregon,"238,687",39
729,Spain,Northern Spain,0,36
730,Spain,Northern Spain,0,36
731,US,California,"2,935,332",39
732,Spain,Northern Spain,0,36
733,New Zealand,Marlborough,0,29
734,US,California,"2,935,332",39
735,France,Alsace,0,15
736,Italy,Sicily & Sardinia,0,22
737,Italy,Sicily & Sardinia,0,22
738,US,Oregon,"238,687",39
739,New Zealand,Hawke's Bay,0,29
740,Spain,Galicia,0,36
741,Argentina,Mendoza Province,0,1
742,New Zealand,Hawke's Bay,0,29
743,Spain,Northern Spain,0,36
744,Austria,Niederösterreich,0,4
745,US,Oregon,"238,687",39
746,France,Languedoc-Roussillon,0,15
747,France,Languedoc-Roussillon,0,15
748,Spain,Galicia,0,36
749,Spain,Northern Spain,0,36
750,Austria,Kremstal,0,4
751,Austria,Niederösterreich,0,4
752,Chile,Central Valley,0,9
753,France,Southwest France,0,15
754,France,France Other,0,15
755,South Africa,Darling,0,35
756,Portugal,Port,0,31
757,US,California,"2,935,332",39
758,US,California,"2,935,332",39
759,US,Oregon,"238,687",39
760,US,Oregon,"238,687",39
761,US,Oregon,"238,687",39
762,Italy,Piedmont,0,22
763,Portugal,Douro,0,31
764,Portugal,Port,0,31
765,Australia,South Australia,0,3
766,US,California,"2,935,332",39
767,France,Loire Valley,0,15
768,Italy,Piedmont,0,22
769,US,Oregon,"238,687",39
770,US,Oregon,"238,687",39
771,US,Oregon,"238,687",39
772,US,Oregon,"238,687",39
773,US,Oregon,"238,687",39
774,US,California,"2,935,332",39
775,France,Loire Valley,0,15
776,US,California,"2,935,332",39
777,US,Oregon,"238,687",39
778,US,California,"2,935,332",39
779,US,Oregon,"238,687",39
780,US,California,"2,935,332",39
781,Portugal,Port,0,31
782,US,California,"2,935,332",39
783,US,Oregon,"238,687",39
784,France,Loire Valley,0,15
785,US,Oregon,"238,687",39
786,US,California,"2,935,332",39
787,Chile,Maipo Valley,0,9
788,US,Washington,"559,011",39
789,US,California,"2,935,332",39
790,US,California,"2,935,332",39
791,Chile,Maule Valley,0,9
792,US,California,"2,935,332",39
793,US,Washington,"559,011",39
794,France,Rhône Valley,0,15
795,Italy,Piedmont,0,22
796,US,Washington,"559,011",39
797,US,California,"2,935,332",39
798,US,California,"2,935,332",39
799,Italy,Tuscany,0,22
800,Spain,Northern Spain,0,36
801,Spain,Catalonia,0,36
802,France,Rhône Valley,0,15
803,US,Washington,"559,011",39
804,Italy,Tuscany,0,22
805,Spain,Northern Spain,0,36
806,US,California,"2,935,332",39
807,US,California,"2,935,332",39
808,Italy,Tuscany,0,22
809,France,Southwest France,0,15
810,France,France Other,0,15
811,US,Washington,"559,011",39
812,US,Washington,"559,011",39
813,US,California,"2,935,332",39
814,France,Bordeaux,0,15
815,France,Bordeaux,0,15
816,Chile,Maule Valley,0,9
817,US,California,"2,935,332",39
818,New Zealand,Marlborough,0,29
819,France,Bordeaux,0,15
820,France,Bordeaux,0,15
821,France,Bordeaux,0,15
822,Chile,Chile,0,9
823,US,California,"2,935,332",39
824,Italy,Sicily & Sardinia,0,22
825,Italy,Southern Italy,0,22
826,US,California,"2,935,332",39
827,Chile,Leyda Valley,0,9
828,US,California,"2,935,332",39
829,US,California,"2,935,332",39
830,US,California,"2,935,332",39
831,France,Bordeaux,0,15
832,US,Washington,"559,011",39
833,Italy,Sicily & Sardinia,0,22
834,France,Bordeaux,0,15
835,Chile,Central Valley,0,9
836,US,Washington,"559,011",39
837,Austria,Südoststeiermark,0,4
838,Australia,South Australia,0,3
839,Greece,Corinth,0,18
840,Austria,Kremstal,0,4
841,Austria,Burgenland,0,4
842,Austria,Burgenland,0,4
843,Greece,Halkidiki,0,18
844,US,Washington,"559,011",39
845,Argentina,Mendoza Province,0,1
846,Germany,Rheinhessen,0,17
847,Argentina,Mendoza Province,0,1
848,Austria,Burgenland,0,4
849,Portugal,Douro,0,31
850,Argentina,Mendoza Province,0,1
851,France,Burgundy,0,15
852,US,California,"2,935,332",39
853,Italy,Piedmont,0,22
854,Australia,South Australia,0,3
855,Italy,Piedmont,0,22
856,Italy,Piedmont,0,22
857,Portugal,Alentejo,0,31
858,France,Burgundy,0,15
859,Turkey,Thrace,0,38
860,France,Burgundy,0,15
861,France,Burgundy,0,15
862,US,California,"2,935,332",39
863,France,Burgundy,0,15
864,France,France Other,0,15
865,Argentina,Mendoza Province,0,1
866,Argentina,Mendoza Province,0,1
867,Argentina,Mendoza Province,0,1
868,US,Oregon,"238,687",39
869,Italy,Piedmont,0,22
870,Australia,Victoria,0,3
871,Australia,South Australia,0,3
872,France,Burgundy,0,15
873,US,California,"2,935,332",39
874,Portugal,Lisboa,0,31
875,Italy,Piedmont,0,22
876,US,Oregon,"238,687",39
877,Italy,Piedmont,0,22
878,Portugal,Douro,0,31
